PMID|DCOM|DP|REC|ACC|PM
4791817|19740828|1973 Dec 15|N/A|N/A|1973/12/15
32444324|20210514|2021 Apr 9|2019/07/23|2020/02/20|2020/05/24
9420730|19980122|1994 Sep-Oct|N/A|N/A|1994/09/01
8114541|19940331|1993 Dec 11|N/A|N/A|1993/12/11
33814251|20211124|2021 Aug|2020/12/17|2021/02/21|2021/04/06
34485036|N/A|2021 Apr-Jun|2020/11/27|2021/02/11|2021/09/07
5744980|19700608|1968 Feb|N/A|N/A|1968/02/01
27553286|20170406|2016 Dec|2016/05/19|2016/05/27|2016/08/25
8593244|19960408|1995 Nov|N/A|N/A|1995/11/01
3574921|19870602|1987 Mar 22|N/A|N/A|1987/03/22
19622042|20090929|2009 Sep 1|N/A|N/A|2009/07/23
11937752|20020613|2002|N/A|N/A|2002/04/09
7747101|19950615|1994|N/A|N/A|1994/01/01
5029482|19720801|1972 Apr 7|N/A|N/A|1972/04/07
15442102|20040930|1950 Jul 29|N/A|N/A|1950/07/29
13447154|20020501|1957 Jul|N/A|N/A|1957/07/01
31926573|20200828|2019|N/A|N/A|2020/01/14
23255589|20130418|2013 Feb 15|N/A|N/A|2012/12/21
23907977|20140403|2013 Aug 1|N/A|N/A|2013/08/03
5693020|19681125|1968 Oct|N/A|N/A|1968/10/01
12710519|20031119|2003 Feb|N/A|N/A|2003/04/25
28887702|20180712|2018 May|2017/06/21|2017/09/01|2017/09/10
33197576|20210125|2021 Jan|2020/07/23|2020/08/01|2020/11/17
14982835|20040331|2004 Mar|N/A|N/A|2004/02/26
27693169|20170329|2016 Nov|2016/07/04|2016/09/02|2016/10/04
2159671|19900614|1990 Apr 14|N/A|N/A|1990/04/14
5406191|19711207|1969|N/A|N/A|1969/01/01
19486704|20090619|2009 Jun|2008/12/22|2009/01/14|2009/06/03
508108|19800128|1979 Apr|N/A|N/A|1979/04/01
27351572|20171215|2016 Aug|2015/03/10|2015/11/24|2016/06/29
19109390|20090216|2009 Mar|N/A|N/A|2008/12/26
4459501|19750808|1974 Sep|N/A|N/A|1974/09/01
10544514|19991116|1999 Aug|N/A|N/A|1999/11/02
7848157|19950306|1994 Oct|N/A|N/A|1994/10/01
13337604|20030501|1956 Jul|N/A|N/A|1956/07/01
10908160|20000801|2000 Jul|N/A|N/A|2000/07/25
12460862|20021220|2002 Dec 3|N/A|N/A|2002/12/04
2396870|19901009|1990 Aug|N/A|N/A|1990/08/01
29199203|20180604|2017|N/A|N/A|2017/12/05
1062116|19760410|1975|N/A|N/A|1975/01/01
34473835|20220126|2022 Jan 7|2021/05/14|2021/07/30|2021/09/03
6254364|19810126|1980 Nov|N/A|N/A|1980/11/01
2163780|19900813|1990 Jul|N/A|N/A|1990/07/01
11908774|20020904|2001|N/A|N/A|2002/03/23
21863775|20111011|2011 Jul 10|N/A|N/A|2011/08/26
9809950|19981120|1998 Nov|N/A|N/A|1998/11/11
2209239|19901115|1990 Mar|N/A|N/A|1990/03/01
4726771|19731028|1973 Apr-Jun|N/A|N/A|1973/04/01
15342885|20050114|2004 Sep|N/A|N/A|2004/09/03
33100320|20210514|2020 Oct 26|N/A|N/A|2020/10/27
14522402|20031215|2003 Oct 15|N/A|N/A|2003/10/03
25551279|20151207|2014 Dec 31|2014/07/25|2014/12/18|2015/01/01
14036779|19981101|1960|N/A|N/A|1960/01/01
17386860|20070424|2005 Oct|N/A|N/A|2007/03/28
12075867|20030214|2002|N/A|N/A|2002/06/22
7709955|19950508|1995 Apr|N/A|N/A|1995/04/01
17021838|20071003|2007 Jan|2005/05/12|2005/11/24|2006/10/06
33063506|20210427|2020 Dec 23|N/A|N/A|2020/10/17
541315|19800616|1979 Oct|N/A|N/A|1979/10/01
5658188|19680815|1968 Mar|N/A|N/A|1968/03/01
14268441|19961201|1965 Mar|N/A|N/A|1965/03/01
12848881|20031112|2003 May|N/A|N/A|2003/07/10
34023260|20211025|2021 Sep|2021/03/18|2021/03/22|2021/05/24
14089035|19961201|1963 Sep-Oct|N/A|N/A|1963/09/01
4144958|19730702|1973|N/A|N/A|1973/01/01
8288412|19940222|1993 Oct 1|N/A|N/A|1993/10/01
5822053|19691105|1969 Oct|N/A|N/A|1969/10/01
5709288|19690327|1968|N/A|N/A|1968/01/01
7472024|19810526|1980 Jan|N/A|N/A|1980/01/01
33893018|20210723|2021 Jul|2020/12/09|2021/03/28|2021/04/25
471642|19791017|1979 Jun|N/A|N/A|1979/06/01
14425363|19981101|1960 Feb 19|N/A|N/A|1960/02/19
10189358|19990505|1999 Apr 2|N/A|N/A|1999/04/03
11212811|20010510|2000|N/A|N/A|2001/02/24
6645038|19840107|1983 Nov|N/A|N/A|1983/11/01
7289438|19811221|1981 Sep|N/A|N/A|1981/09/01
4997486|19710907|1971 Aug|N/A|N/A|1971/08/01
16636498|20060731|2006 May|N/A|N/A|2006/04/26
28471510|20180604|2017 Sep|2017/02/09|2017/03/02|2017/05/05
13603432|20000701|1958|N/A|N/A|1958/01/01
11014087|20001116|2000 Jul-Aug|N/A|N/A|2000/10/03
35265259|20220324|2022|2021/10/19|2022/02/09|2022/03/11
18377450|20080626|2007 Sep-Oct|N/A|N/A|2008/04/02
11265843|20010607|2001 Mar|N/A|N/A|2001/03/27
67817|19770630|1975 Jan|N/A|N/A|1975/01/01
9140506|19970729|1994 Dec|N/A|N/A|1994/12/01
4787311|19740611|1973 Nov|N/A|N/A|1973/11/01
34049595|N/A|2021 May 28|2021/01/20|2021/05/04|2021/05/30
31558269|20200407|2019 Nov|2019/07/19|2019/07/28|2019/09/29
18354073|20080430|2008 Mar-Apr|N/A|N/A|2008/03/21
28953514|20190319|2018 Sep/Oct|N/A|N/A|2017/09/28
31359441|20200715|2019 Dec|2018/11/22|2019/06/25|2019/07/31
6661995|19840306|1983 Apr-Jun|N/A|N/A|1983/04/01
9038940|19970331|1997 Jan|N/A|N/A|1997/01/01
10409544|19990826|1999 Aug|N/A|N/A|1999/07/20
5569793|19711110|1971 Jul 10|N/A|N/A|1971/07/10
10545675|19991221|1999|N/A|N/A|1999/11/05
28460654|20180516|2017 Sep|N/A|N/A|2017/05/04
13218027|20030501|1955 Jan|N/A|N/A|1955/01/01
28499238|20180326|2017 Jul|2017/02/13|2017/04/27|2017/05/13
30244180|20190403|2018 Oct|2018/01/02|2018/09/13|2018/09/24
33789296|20210831|2021|2020/09/26|2020/12/29|2021/04/01
32159861|20210414|2020 Sep 15|2019/12/17|2020/03/06|2020/03/12
8562768|19960306|1995 Aug|N/A|N/A|1995/08/01
34715441|20220307|2021 Nov|2021/08/21|2021/10/18|2021/10/30
944294|19760706|1976 Feb 10|N/A|N/A|1976/02/10
12079896|20020909|2002 Jul|N/A|N/A|2002/06/25
6308545|19830920|1983|N/A|N/A|1983/01/01
822808|19761020|1976 Jun|N/A|N/A|1976/06/01
33091604|20210824|2021 Feb|2020/10/13|2020/10/13|2020/10/23
15188754|20040823|2004 Mar-Apr|N/A|N/A|2004/06/11
3066483|19890405|1988 May|N/A|N/A|1988/05/01
13713419|19981101|1960 Nov 23|N/A|N/A|1960/11/23
10958313|20001207|2000 Jul|N/A|N/A|2000/08/25
25536315|20160307|2015|N/A|N/A|2014/12/24
17278238|20070320|2007 Jan 28|N/A|N/A|2007/02/06
32522011|20211026|2020 Aug|N/A|N/A|2020/06/12
29036973|20190211|2017 Sep 24|N/A|N/A|2017/10/19
9529166|19980409|1998 Mar 23|N/A|N/A|1998/04/07
7760430|19950626|1994|N/A|N/A|1994/01/01
30340830|20190514|2018 Nov 17|2018/08/31|2018/09/14|2018/10/21
20594559|20110614|2011 Jan|2010/01/13|2010/05/18|2010/07/03
9686752|19980811|1998 Jul 27|N/A|N/A|1998/08/01
5417971|19700422|1970 Feb 25|N/A|N/A|1970/02/25
24624838|20140407|2013 Nov-Dec|N/A|N/A|2014/03/15
11174913|20010726|2001 Jan-Feb|N/A|2000/08/15|2001/02/15
14882066|20040215|1951 Aug 25|N/A|N/A|1951/08/25
13071368|20030501|1953 May 30|N/A|N/A|1953/05/30
10051305|19990318|1999 Mar 2|N/A|N/A|1999/03/02
33417664|20210805|2021 Jun 22|2020/04/07|2020/11/12|2021/01/09
29097294|20190910|2018 Oct 2|N/A|N/A|2017/11/04
19472035|20091117|2009 Jul|2009/03/05|2009/04/20|2009/05/28
21212943|20110811|2011 Apr|2010/09/08|2010/12/07|2011/01/08
124860|19750913|1975 Jan-Feb|N/A|N/A|1975/01/01
24879781|20150528|2014 Oct|N/A|N/A|2014/06/01
31293142|20191007|2019 Jul-Aug|N/A|N/A|2019/07/12
20487049|20111123|2010 Sep|N/A|N/A|2010/05/22
33016694|20210818|2021 Apr 1|N/A|N/A|2019/04/30
29622717|20180919|2018 Apr 5|N/A|N/A|2018/04/07
28772040|N/A|2017 Aug|2016/11/10|2016/12/30|2017/08/05
5438400|19700526|1970 Mar 28|N/A|N/A|1970/03/28
3984913|19850520|1985 Apr 15|N/A|N/A|1985/04/15
4385714|19680913|1968 Mar|N/A|N/A|1968/03/01
24816846|20151019|2014|2013/11/14|2014/04/03|2014/05/13
19747850|20110103|2010 Sep-Oct|2009/05/26|2009/07/08|2009/09/15
34713675|20220413|2022 Apr|N/A|N/A|2021/10/30
33231216|20211015|2020 Dec|N/A|N/A|2020/11/25
4341796|19721115|1972 Aug|N/A|N/A|1972/08/01
34224170|20211028|2021 Nov|2021/04/18|2021/06/21|2021/07/06
29076052|20200821|2019 Jun|2017/07/18|2017/10/14|2017/10/28
20472559|20100817|2010 Jul 23|N/A|N/A|2010/05/18
14395851|20030501|1955 Apr|N/A|N/A|1955/04/01
32534694|20210303|2020 Mar - Apr|2020/01/03|2020/04/19|2020/06/15
18303410|20080409|2008 Mar|N/A|N/A|2008/02/28
2075544|19910418|1990 May-Jun|N/A|N/A|1990/05/01
23428926|20130426|2013|N/A|N/A|2013/02/23
8964121|19961209|1996 Jul 1|N/A|N/A|1996/07/01
30599763|20200929|2019 Aug|N/A|N/A|2019/01/03
11064272|20001214|2000 Sep-Oct|N/A|N/A|2000/11/07
13822988|19981101|1959 Oct 16|N/A|N/A|1959/10/16
15978615|20051025|2005 Sep|2004/12/28|2005/04/20|2005/06/28
2694412|19900315|1989|N/A|N/A|1989/01/01
459225|19790925|1979 Jun|N/A|N/A|1979/06/01
23410485|20140303|2013 Jul 15|2012/11/15|2013/01/18|2013/02/16
14390238|20030501|1952 May 23|N/A|N/A|1952/05/23
3523461|19860820|1986 Jul-Aug|N/A|N/A|1986/07/01
22860309|20121113|2012 Jul|N/A|N/A|2012/08/07
26283614|20151221|2015 Oct|2015/06/30|2015/07/07|2015/08/19
7988609|19950109|1994 Aug|N/A|N/A|1994/08/01
5986958|19680127|1966 Jun|N/A|N/A|1966/06/01
5722320|19690117|1968 Nov 30|N/A|N/A|1968/11/30
2823604|19871215|1987 Nov|N/A|N/A|1987/11/01
5891278|19660109|1965 Oct|N/A|N/A|1965/10/01
18667250|20091021|2009 Aug 21|2008/01/12|2008/05/03|2008/08/01
21358234|20111110|2011 Jan|N/A|N/A|2011/03/02
14533544|20031106|2003|N/A|N/A|2003/10/10
13638136|20000701|1959|N/A|N/A|1959/01/01
32482034|20200629|2020 May 23|N/A|N/A|2020/06/03
4630878|19730323|1973|N/A|N/A|1973/01/01
7744295|19950612|1995 Mar|N/A|N/A|1995/03/01
26512599|20160208|2015 Oct|N/A|N/A|2015/10/30
22956366|20130708|2012 Dec|2012/07/08|2012/08/24|2012/09/08
8056011|19940915|1994 May|N/A|N/A|1994/05/01
24967703|20150831|2014 Jun|2013/10/24|2014/05/13|2014/06/27
11104740|20010201|2000 Dec 5|N/A|N/A|2000/01/11
5460685|19700225|1970 Jan|N/A|N/A|1970/01/01
32712735|20201102|2020 Nov|2020/04/16|2020/07/13|2020/07/28
25352245|20160329|2015 Feb|2014/08/18|2014/10/23|2014/10/30
1211960|19760320|1975 Nov|N/A|N/A|1975/11/01
13946569|19981101|1963 Apr|N/A|N/A|1963/04/01
13335360|20030501|1956|N/A|N/A|1956/01/01
7277370|19811122|1981 Jun|N/A|N/A|1981/06/01
10592926|20000111|1999 Nov-Dec|N/A|N/A|1999/12/11
535014|19800530|1979 Nov 9|N/A|N/A|1979/11/09
4826062|19740703|1974 Jan 15|N/A|N/A|1974/01/15
220518|19790725|1979 Apr|N/A|N/A|1979/04/01
1082569|19760429|1976|N/A|N/A|1976/01/01
25498517|20160601|2015 Oct|N/A|N/A|2014/12/17
5757418|19700619|1968 May-Jun|N/A|N/A|1968/05/01
32176277|20210303|2020 May 7|N/A|N/A|2020/03/17
35129282|N/A|2022 Feb 7|2021/10/15|2022/01/26|2022/02/08
25888087|20150716|2015 Jun 27|N/A|N/A|2015/04/19
11829216|20020723|2001 Dec|N/A|N/A|2002/02/07
13876425|19981101|1961 Jul-Aug|N/A|N/A|1961/07/01
8285371|19940214|1993 Dec|N/A|N/A|1993/12/01
3621775|19871009|1987 Sep|N/A|N/A|1987/09/01
3747427|19861002|1986 Jun|N/A|N/A|1986/06/01
10935991|20001020|2000 Sep|N/A|N/A|2000/08/10
4867629|19680501|1968 Mar|N/A|N/A|1968/03/01
4090440|19860305|1985 Oct|N/A|N/A|1985/10/01
2775346|19890526|1989 May|N/A|N/A|1989/05/01
13389215|20020501|1956 Aug 17|N/A|N/A|1956/08/17
15413085|20040930|1950 Jan-Feb|N/A|N/A|1950/01/01
2682897|19891127|1989 Jan-Mar|N/A|N/A|1989/01/01
12296386|20030528|2002 Sep|N/A|N/A|2002/09/26
16846062|20060919|2006 Jun 10|N/A|N/A|2006/07/19
10611809|20000114|1999 Nov|N/A|N/A|1999/12/28
7467872|19810424|1980|N/A|N/A|1980/01/01
14111553|19961201|1963 Oct|N/A|N/A|1963/10/01
13325375|20030501|1956 May|N/A|N/A|1956/05/01
33861939|20210719|2021 Jun|N/A|N/A|2021/04/17
20585023|20100803|2010 Jun 29|N/A|N/A|2010/06/30
3723041|19860725|1986 Mar|N/A|N/A|1986/03/01
1229070|19760901|1975 Jan-Feb|N/A|N/A|1975/01/01
28619346|20180118|2017 Sep 1|2017/05/02|2017/05/04|2017/06/18
7210642|19810521|1981 Jan|N/A|N/A|1981/01/01
3875942|19851015|1985 Jul|N/A|N/A|1985/07/01
26305786|20160422|2015|2015/03/10|2015/08/02|2015/08/26
14272709|19961201|1964|N/A|N/A|1964/01/01
14943055|20040215|1952 Feb 2|N/A|N/A|1952/02/02
4265087|19730313|1972 Oct|N/A|N/A|1972/10/01
34433717|20220218|2022 Feb 15|N/A|N/A|2021/08/27
33738007|N/A|2021 Apr|2021/01/04|2021/01/11|2021/03/20
12221059|20020923|2002 Sep 10|N/A|N/A|2002/09/11
5291151|19720516|1969 Jan 31|N/A|N/A|1969/01/31
34743858|20220113|2021 Nov|2020/07/14|2020/11/20|2021/11/09
33181109|20210317|2021 Mar|2020/10/01|2020/10/18|2020/11/13
16904775|20070507|2007 Apr 25|2005/11/22|2006/01/08|2006/08/15
10204335|19990505|1998 Dec|N/A|N/A|1999/04/16
2798278|19891122|1989 Oct|N/A|N/A|1989/10/01
2236602|19901205|1990 Jul|N/A|N/A|1990/07/01
12987224|20030501|1952 Aug|N/A|N/A|1952/08/01
19965906|20100810|2010 May|N/A|N/A|2009/12/08
18250089|20080318|2008 Mar|N/A|N/A|2008/02/06
4349337|19730621|1973 Apr 21|N/A|N/A|1973/04/21
29434067|20180914|2017 Oct|N/A|N/A|2018/02/13
32518552|N/A|2020 May-Aug|2020/03/13|2020/03/16|2020/06/11
24475302|20140929|2014|2013/09/17|2013/12/23|2014/01/30
24449336|20141212|2014 Mar|2013/09/03|2014/01/15|2014/01/23
32375622|20200717|2020 Mar 18|2019/10/18|2020/02/17|2020/05/08
14160794|19961201|1964|N/A|N/A|1964/01/01
6835770|19830527|1983 May|N/A|N/A|1983/05/01
25642323|20150202|2014|2014/09/25|2014/12/14|2015/02/03
30821162|20200520|2019 Jan 1|2018/05/25|2018/10/13|2019/03/02
33993703|20210921|2021 May|N/A|N/A|2021/05/18
1758376|19920203|1991 Oct 15|N/A|N/A|1991/10/15
8915943|19970226|1996 Sep-Oct|N/A|N/A|1996/09/01
23035042|20130626|2013 Jan|N/A|N/A|2012/10/05
6777353|19810219|1980 Aug 1|N/A|N/A|1980/08/01
11798536|20020211|2000 Nov|N/A|N/A|2002/01/19
21422001|20110929|2011 Jun|N/A|N/A|2011/03/23
15982506|20051024|2005 Jul 10|2005/02/22|2005/03/12|2005/06/29
14414929|19981101|1960 Jan|N/A|N/A|1960/01/01
18477705|20080930|2008 Aug|N/A|N/A|2008/05/15
18400765|20081117|2008 May|N/A|N/A|2008/04/11
23358460|20130903|2013|N/A|N/A|2013/01/30
32220770|20210429|2020 Jun|2019/11/12|2020/03/19|2020/03/30
30848408|20200113|2019 Aug|N/A|N/A|2019/03/09
14436085|19981101|1959 Sep|N/A|N/A|1959/09/01
19482365|20110727|2011 Apr 14|2009/04/30|2009/05/01|2009/06/02
2284169|19910319|1990|N/A|N/A|1990/01/01
6024215|19670701|1967 May|N/A|N/A|1967/05/01
12695882|20031008|2003 Feb|N/A|N/A|2003/04/16
32984204|N/A|2020|2020/03/15|2020/07/13|2020/09/29
30763688|20190905|2019 May|2019/01/17|2019/01/30|2019/02/15
22341847|20120406|2012 Mar|2011/07/22|2011/11/02|2012/02/22
1177691|19751229|1975 Jul 4|N/A|N/A|1975/07/04
16508340|20060926|2006|2005/07/04|2006/01/12|2006/03/02
23871607|20140424|2013 Sep|2012/11/05|2013/06/07|2013/07/23
32485054|20210301|2020 Jul|2020/03/21|2020/05/12|2020/06/03
10756119|20000613|2000 Apr|N/A|N/A|2000/04/11
22798678|20121019|2012 Aug 15|N/A|N/A|2012/07/17
9210033|19970904|1997 Jul|N/A|N/A|1997/07/01
11718172|20020125|2001 Jun|N/A|N/A|2001/11/23
5253343|19690629|1969 Mar|N/A|N/A|1969/03/01
31665310|20200901|2020 Feb 1|2019/08/19|2019/10/02|2019/10/31
1589368|19920624|1992 May 15|N/A|N/A|1992/05/15
5914994|19661203|1966 May|N/A|N/A|1966/05/01
25968865|20160202|2015 May-Jun|N/A|N/A|2015/05/15
34039538|20210528|2021 May 26|N/A|N/A|2021/05/28
30017380|20190415|2018 Sep|2018/04/08|2018/06/19|2018/07/19
22260784|20130107|2012 Sep|N/A|N/A|2012/01/21
8407241|19931123|1993|N/A|N/A|1993/01/01
4766069|19740225|1973 Sep 15|N/A|N/A|1973/09/15
1803612|19920430|1991|N/A|N/A|1991/01/01
14648218|20040401|2003 Dec|2003/06/23|2003/08/21|2003/12/04
2208002|19901114|1990 Oct 1|N/A|N/A|1990/10/01
14200171|19961201|1964 Jan-Mar|N/A|N/A|1964/01/01
7383787|19800815|1980 Apr|N/A|N/A|1980/04/01
5718719|19690520|1968 Winter|N/A|N/A|1968/01/01
13547120|20000701|1958 May 12|N/A|N/A|1958/05/12
4099983|19710312|1969|N/A|N/A|1969/01/01
7937308|19941122|1994 Aug|N/A|N/A|1994/08/01
14269435|19961201|1965 Mar 27|N/A|N/A|1965/03/27
26846150|20160606|2016 Feb|N/A|N/A|2016/02/06
17961796|20080117|2007 Aug|N/A|N/A|2007/10/27
6027531|19670819|1967 May|N/A|N/A|1967/05/01
30561613|20200803|2019 Jan 1|2017/08/05|2018/10/20|2018/12/19
15533863|20050615|2004 Nov 16|N/A|N/A|2004/11/10
19935573|20100623|2009 Dec|N/A|N/A|2009/11/26
16534586|20070608|2006 Jun|2005/07/06|2005/12/13|2006/03/15
25431156|20151027|2014|N/A|N/A|2014/11/29
32615275|20200904|2020 Aug|2019/12/11|2020/06/11|2020/07/03
21993229|20130311|2012 May 31|2011/08/20|2011/09/17|2011/10/14
10440754|20000322|1999 Aug|N/A|N/A|1999/08/10
1771814|19920227|1991 Sep-Oct|N/A|N/A|1991/09/01
3218187|19890309|1988 Oct|N/A|N/A|1988/10/01
10739332|20000612|1999|N/A|N/A|2000/03/30
28674057|20180515|2017 Sep|2017/05/16|2017/06/24|2017/07/05
18441202|20080815|2008 Jun|N/A|N/A|2008/04/29
28342485|20171225|2017 May 15|2017/02/12|2017/02/23|2017/03/28
26476398|20161019|2016 Feb|2015/04/29|2015/09/14|2015/10/18
15197356|20050329|2004 Aug|N/A|N/A|2004/06/16
25593688|20150116|2013 Winter|2012/05/19|2013/03/15|2013/01/01
15153165|20040615|2004 Mar|N/A|N/A|2004/05/22
28757189|20180515|2017 Oct|2017/07/17|2017/07/26|2017/08/02
11157692|20010426|2001 Jan 23|N/A|N/A|2001/02/07
9483735|19980501|1997|N/A|N/A|1997/01/01
6292537|19830119|1982 Dec|N/A|N/A|1982/12/01
25210096|20141106|2014 Sep 2|N/A|N/A|2014/09/12
12746347|20030523|2003 May 14|N/A|N/A|2003/05/15
3986008|19850516|1985 Apr|N/A|N/A|1985/04/01
7588908|19951128|1995 May|N/A|N/A|1995/05/01
28451703|20180319|2017 Jun|N/A|N/A|2017/04/30
27403534|20180626|2016 Jul 11|2016/05/20|2016/06/21|2016/07/13
7697677|19950501|1994|N/A|N/A|1994/01/01
6033731|19671012|1967 Apr|N/A|N/A|1967/04/01
29511145|20180413|2018 Jan 18|N/A|N/A|2018/03/08
32054069|20210226|2020 Feb 11|2020/01/06|2020/02/10|2020/02/15
2504142|19890908|1989 Jun 1|N/A|N/A|1989/06/01
6763101|19830623|1982|N/A|N/A|1982/01/01
5353019|19700109|1969 Dec|N/A|N/A|1969/12/01
4641008|19730215|1972 Nov|N/A|N/A|1972/11/01
7368969|19800616|1980|N/A|N/A|1980/01/01
5109720|19711116|1971 Feb|N/A|N/A|1971/02/01
6326581|19840530|1984 May|N/A|N/A|1984/05/01
8083344|19941013|1994 Sep|N/A|N/A|1994/09/01
8595741|19960415|1996 Feb|N/A|N/A|1996/02/01
29642752|20181018|2018 Jul|N/A|N/A|2018/04/13
17822953|20080728|2008 Jun|2006/08/16|2007/04/18|2007/09/08
1607543|19920720|1992 Jul|N/A|N/A|1992/07/11
4997005|19710818|1969 Jun|N/A|N/A|1969/06/01
1321562|19920818|1992 Jul|N/A|N/A|1992/07/01
5983573|19671226|1966 Apr 15|N/A|N/A|1966/04/15
7863078|19950317|1994|N/A|N/A|1994/01/01
18834466|20090123|2008 Sep|N/A|N/A|2008/10/07
29776940|20181011|2018 May 18|N/A|N/A|2018/05/20
5603693|19690214|1967 Dec|N/A|N/A|1967/12/01
11908773|20020904|2001|N/A|N/A|2002/03/23
1136350|19750818|1975 Jan|N/A|N/A|1975/01/01
17217967|20070308|2007 Jan 23|2006/05/28|2006/10/05|2007/01/16
4230807|19680605|1968 May|N/A|N/A|1968/05/01
23350461|20130314|2012 Sep|N/A|N/A|2013/01/29
12583610|20030613|2003 Jan|N/A|N/A|2003/02/14
3774698|19861202|1986 Jun|N/A|N/A|1986/06/01
16107267|20051207|2005 Nov 26|2004/10/27|2005/04/18|2005/08/19
8821857|19961121|1996 Jan|N/A|N/A|1996/01/01
4378154|19900425|1966 Mar|N/A|N/A|1966/03/01
13735435|19981101|1960 Sep|N/A|N/A|1960/09/01
23946895|20130815|2012 Nov|2011/07/28|2011/08/27|2013/08/16
381259|19791017|1979 Jun|N/A|N/A|1979/06/01
22268115|20120515|2012 Apr 1|N/A|N/A|2012/01/24
24866210|20151215|2015 Mar 21|N/A|N/A|2014/05/29
15431742|20040930|1950 May 10|N/A|N/A|1950/05/10
5583020|19680503|1967|N/A|N/A|1967/01/01
15009854|20040714|2004 Mar|N/A|N/A|2004/03/11
4219649|19751230|1974 Jul-Sep|N/A|N/A|1974/07/01
142596|19771014|1977 Apr-Jun|N/A|N/A|1977/04/01
22966951|20130118|2012 Sep 11|2012/01/04|2012/09/07|2012/09/13
17251729|20070319|2007 Feb|N/A|N/A|2007/01/26
8190541|19940621|1994 Feb|N/A|N/A|1994/02/01
27099262|20180319|2017 May 7|2015/05/27|2016/03/02|2016/04/22
12425360|20021227|2002 Oct|N/A|N/A|2002/11/12
32753337|20210831|2020 Aug|2019/07/05|2019/11/10|2020/08/06
6058053|19680114|1967 Sep|N/A|N/A|1967/09/01
10222030|19990713|1999 May|N/A|N/A|1999/05/01
14943088|20040215|1952 Apr|N/A|N/A|1952/04/01
4305957|19690629|1969 May|N/A|N/A|1969/05/01
34627664|20211207|2021 Nov|2021/06/09|2021/08/31|2021/10/11
19892418|20110727|2011 Apr 14|2009/09/18|2009/09/27|2009/11/07
14084011|19961201|1963|N/A|N/A|1963/01/01
13929842|19981101|1962 Dec|N/A|N/A|1962/12/01
20263166|20100318|1947 Sep|N/A|N/A|1947/09/01
26930705|20170516|2016 May|2016/01/22|2016/02/20|2016/03/02
22074554|20120920|2012 Jun|N/A|N/A|2011/11/15
8261486|19940127|1993|N/A|N/A|1993/01/01
13533258|20000701|1958 May|N/A|N/A|1958/05/01
25728086|20151207|2015 Mar|2014/10/09|2015/01/17|2015/03/03
28042125|20171221|2017 Jan|N/A|2016/09/29|2017/01/04
14892238|20040215|1951|N/A|N/A|1951/01/01
13088537|20030501|1953 May 20|N/A|N/A|1953/05/20
19927381|20091207|2009 Jul|N/A|N/A|2009/11/26
5926507|19670205|1966|N/A|N/A|1966/01/01
32547730|N/A|2020|2020/01/25|2020/04/14|2020/06/18
8853815|19970310|1996 Aug|N/A|N/A|1996/08/01
34881120|N/A|2021 Nov|N/A|2021/11/03|2021/12/10
26749906|20160202|2015|N/A|N/A|2016/01/12
8097347|19930520|1993 Mar|N/A|N/A|1993/03/01
8682119|19960820|1996 Jan|N/A|N/A|1996/01/01
4649464|19730323|1972 Oct|N/A|N/A|1972/10/01
5036219|19720819|1972 Jan|N/A|N/A|1972/01/01
33574004|20211022|2021 Jul|2020/10/26|2021/01/21|2021/02/13
33950936|20210512|2021 May 7|2021/01/12|2021/03/31|2021/05/06
8682087|19960821|1995 Dec|N/A|N/A|1995/12/01
16629602|20060824|2006 Apr|N/A|N/A|2006/04/25
7563256|19951107|1995 Oct|N/A|N/A|1995/10/01
4821327|19740610|1974 Feb|N/A|N/A|1974/02/01
5071335|19721116|1972 Jan|N/A|N/A|1972/01/01
32878855|20210222|2020 Sep 2|N/A|N/A|2020/09/04
8682077|19960821|1995 Dec|N/A|N/A|1995/12/01
25425988|20150731|2014 Oct|N/A|N/A|2014/11/27
21442170|20120821|2012 May|2010/10/16|2011/03/13|2011/03/29
25869363|20160101|2015 Apr|N/A|N/A|2015/04/15
15274678|20041130|2004 Aug|N/A|N/A|2004/07/28
7030779|19820212|1981 Nov-Dec|N/A|N/A|1981/11/01
18186011|20080116|2008 Jan|N/A|N/A|2008/01/11
18933862|20081020|1947 Oct 15|N/A|N/A|1947/10/15
13201266|20030501|1954 Sep 4|N/A|N/A|1954/09/04
19942557|20100218|2009 Nov-Dec|N/A|N/A|2009/11/28
18299485|20080416|2008 Apr|N/A|N/A|2008/02/27
32616152|20210107|2020 Jul 7|2020/03/19|2020/03/23|2020/07/04
24014571|20140411|2013 Sep 6|N/A|N/A|2013/09/10
1309925|19920220|1992 Jan|N/A|N/A|1992/01/01
26111668|20151020|2015 Aug|2015/01/17|2015/03/03|2015/06/27
15321971|20040927|2004 Sep|N/A|N/A|2004/08/24
29861394|20190829|2018 Jul - Sep|2018/03/27|2018/04/23|2018/06/05
32269142|20210318|2020 Apr|N/A|2020/03/02|2020/04/10
14897995|20040215|1951 Dec 1|N/A|N/A|1951/12/01
34024363|20220224|2021 Apr|2020/08/17|2021/02/12|2021/05/25
553031|19810224|1979|N/A|N/A|1979/01/01
19940052|20100329|2010 Feb|N/A|N/A|2009/11/27
6447207|19801027|1980 May-Jun|N/A|N/A|1980/05/01
27095924|20160420|2016|2015/04/16|2015/12/29|2016/04/21
29530464|20181031|2018 Apr|2017/10/04|2018/03/08|2018/03/14
